#Thorlabs FTS
[SpectrumHeader]
#Date;20250527
#Time;13395940
#GMTTime;18395940
#Instrument;0
#InstrModel;
#Series;0
#InterferometerSerial;
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;mW
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#ResolutionMode;0
#SensitivityMode;0
#Apodization;none
#ZeroFill;0.000000
#NumGainLevels;0
#IgramOffset;0.0000000000e+00
#DetectorOffset;0
#InterferogramSmooth;0
#ISmoothParam1;0
#ISmoothParam2;0
#ISmoothParam3;0
#ISmoothParam4;0
#PhaseCorrection;none
#SamplesPerRef;0
#MinOPD;0.000000
#MaxOPD;0.000000
#NumCCoeff;0
#SamplingDistance;0.0000000000e+00
#ApodPowerComp;0.0000000000e+00
#AirMeasureOpt;0
#AirTemp;20.00
#AirPressure;1013.00
#AirRelHum;50.00
#WnrMin;13459.357422
#WnrMax;31084.279297
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.310000
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;0
#Name;Blackbody (2000K)
#Comment;"Blackbody (2000K)"
#ExtComment;""
#Source;
[Data]
3.216131287e+02;2.815026424e-12
3.217207947e+02;2.831428451e-12
3.218284607e+02;2.847913528e-12
3.219361267e+02;2.864481655e-12
3.220438538e+02;2.881138253e-12
3.221515503e+02;2.897878769e-12
3.222592163e+02;2.914703852e-12
3.223669434e+02;2.931618273e-12
3.224746399e+02;2.948612925e-12
3.225823669e+02;2.965698000e-12
3.226900940e+02;2.982868726e-12
3.227978210e+02;3.000125755e-12
3.229055786e+02;3.017474291e-12
3.230133362e+02;3.034909563e-12
3.231211243e+02;3.052432439e-12
3.232288513e+02;3.070042701e-12
3.233366089e+02;3.087741217e-12
3.234443970e+02;3.105533192e-12
3.235521851e+02;3.123413854e-12
3.236599731e+02;3.141383854e-12
3.237677612e+02;3.159443410e-12
3.238755798e+02;3.177597942e-12
3.239833984e+02;3.195842896e-12
3.240912476e+02;3.214178706e-12
3.241990662e+02;3.232605589e-12
3.243068542e+02;3.251123763e-12
3.244147034e+02;3.269739297e-12
3.245225525e+02;3.288446989e-12
3.246304016e+02;3.307247488e-12
3.247382812e+02;3.326146216e-12
3.248461304e+02;3.345133198e-12
3.249540100e+02;3.364219493e-12
3.250618896e+02;3.383399897e-12
3.251698303e+02;3.402680264e-12
3.252776794e+02;3.422050403e-12
3.253855896e+02;3.441521590e-12
3.254934998e+02;3.461088621e-12
3.256014099e+02;3.480751711e-12
3.257093201e+02;3.500511513e-12
3.258172607e+02;3.520374096e-12
3.259252014e+02;3.540334042e-12
3.260331421e+02;3.560391999e-12
3.261410828e+02;3.580548184e-12
3.262490845e+02;3.600808887e-12
3.263570251e+02;3.621168686e-12
3.264649963e+02;3.641627798e-12
3.265729675e+02;3.662187307e-12
3.266809387e+02;3.682846996e-12
3.267889404e+02;3.703612937e-12
3.268969421e+02;3.724480360e-12
3.270049438e+02;3.745449697e-12
3.271129761e+02;3.766526587e-12
3.272209778e+02;3.787700622e-12
3.273290405e+02;3.808983077e-12
3.274370422e+02;3.830368748e-12
3.275450745e+02;3.851858502e-12
3.276531372e+02;3.873458412e-12
3.277611694e+02;3.895156767e-12
3.278692322e+02;3.916966144e-12
3.279772949e+02;3.938881339e-12
3.280853882e+02;3.960908424e-12
3.281934509e+02;3.983035689e-12
3.283015442e+02;4.005276145e-12
3.284096680e+02;4.027623721e-12
3.285177612e+02;4.050085354e-12
3.286258545e+02;4.072648902e-12
3.287339783e+02;4.095327376e-12
3.288421021e+02;4.118114703e-12
3.289502258e+02;4.141011319e-12
3.290583496e+02;4.164018089e-12
3.291665039e+02;4.187141953e-12
3.292746582e+02;4.210376405e-12
3.293828125e+02;4.233721880e-12
3.294909973e+02;4.257179245e-12
3.295991516e+02;4.280755438e-12
3.297073059e+02;4.304437449e-12
3.298154907e+02;4.328239590e-12
3.299237061e+02;4.352161426e-12
3.300318909e+02;4.376190816e-12
3.301401062e+02;4.400341636e-12
3.302482910e+02;4.424600443e-12
3.303565369e+02;4.448988487e-12
3.304647522e+02;4.473485384e-12
3.305729980e+02;4.498098508e-12
3.306812134e+02;4.522835231e-12
3.307894592e+02;4.547689482e-12
3.308977051e+02;4.572661260e-12
3.310059814e+02;4.597758806e-12
3.311142273e+02;4.622967373e-12
3.312225037e+02;4.648302576e-12
3.313307800e+02;4.673757475e-12
3.314390869e+02;4.699339442e-12
3.315473633e+02;4.725035033e-12
3.316557007e+02;4.750858994e-12
3.317639771e+02;4.776804386e-12
3.318722839e+02;4.802871642e-12
3.319805908e+02;4.829062063e-12
3.320889282e+02;4.855382155e-12
3.321972656e+02;4.881826280e-12
3.323056030e+02;4.908394437e-12
3.324139404e+02;4.935087061e-12
3.325223083e+02;4.961912391e-12
3.326306458e+02;4.988855249e-12
3.327390442e+02;5.015932114e-12
3.328474426e+02;5.043142987e-12
3.329557800e+02;5.070473121e-12
3.330641785e+02;5.097938564e-12
3.331725464e+02;5.125524137e-12
3.332809753e+02;5.153254126e-12
3.333893738e+02;5.181105111e-12
3.334977722e+02;5.209085767e-12
3.336062012e+02;5.237204333e-12
3.337146301e+02;5.265453438e-12
3.338230591e+02;5.293833514e-12
3.339315491e+02;5.322353235e-12
3.340399475e+02;5.350996989e-12
3.341484070e+02;5.379781690e-12
3.342568665e+02;5.408699530e-12
3.343653259e+02;5.437750944e-12
3.344738159e+02;5.466944605e-12
3.345823059e+02;5.496273141e-12
3.346907654e+02;5.525728746e-12
3.347992859e+02;5.555336573e-12
3.349077759e+02;5.585072769e-12
